TEM_type,Tchm0,Tccm0,N0,I0,eta0,aTEM,aTE,Ncoup,hTEM,mTEM,prop,fin_type,hhm,deltahm,shaghm,dekvhm,ledhm,lbdNTEG,roNTEG,lbdOTEG,roOTEG,Lpolez,nTEMrowmax,rowmax,wbefdif,Thm0,Thmpr,wcment,Tcm0,Tcmpr,rtchmmax,rtcwmax,d,Ne,alphaGD,gDT
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,Рп-22-2-7,0.0215,0.0006,0.0036,0.00527,0.0069,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,45.03264703359012,772.6416271287567,453.02735597069926,1.1290373146890984,331.33833577765347,375.2439959331225,2949.115836076329,87866.88348137305,0.0119361458306589,3838.591686732904,1.683310648011771,0.1916025479214766
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,Рп-27-2-9,0.0266,0.0006,0.00435,0.00658,0.0085,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,32.64113067533158,782.0266509702674,553.3233558799432,0.8579760869457758,276.42876922980315,404.5851524797996,2557.351602919192,112319.3487316817,0.0402260133124499,3441.1758540026576,1.5525715973867804,0.2682338330401948
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,Рп-42-3-14,0.0416,0.0006,0.0065,0.01035,0.0135,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,38.37931660513074,621.573071941561,467.8719399267905,0.8718527058830532,332.54202824703407,417.901462156908,3930.913661337197,103499.9876025436,0.0073821165348272,1245.5656142727871,2.479703205559691,0.2793673048823858
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,Рп-42-3-14,0.0416,0.0006,0.0065,0.01035,0.0135,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,44.03307477412764,721.0097763538271,502.6518896978503,0.8487271376004859,331.22344004676427,396.0802734226547,2134.2247888064294,107278.1032240717,0.0421532984382108,3529.234253770084,2.4608100932231114,0.2100149524928333
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-18",0.0311,0.0006,0.005,0.00772,0.0175,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,23.906617943116984,778.6192912885406,491.75483488944695,0.828822451587622,291.351885170249,437.86175082864577,2264.2349752033933,96864.3005822149,0.0167206054052799,2614.3722514518777,2.375735154196565,0.1680037889543882
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,Рп-42-3-14,0.0416,0.0006,0.0065,0.01035,0.0135,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,42.0120558835541,647.9068071530829,475.45590961249945,0.9559722626397964,322.6126939941301,362.262908120372,3738.898693638762,79430.98406473949,0.009334955445333,3822.568477504576,1.5065735815313284,0.2718394277517107
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,Рп-27-2-9,0.0266,0.0006,0.00435,0.00658,0.0085,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,34.27235933459335,683.2740243387218,454.5691959947067,0.8405363492251283,308.2350766469491,428.48884052150345,2096.3250547401844,63092.62758462001,0.0348245047670761,3105.6587777871887,2.385767814408611,0.2710865814733361
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,"Рп-31-2,5-10",0.0311,0.0006,0.005,0.00772,0.01,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,49.26650595538882,587.7695534051561,451.6625434057216,1.0430053787123796,298.0047858299028,316.0439543612115,2597.74482487812,54442.90397560685,0.0231367937110872,3646.581309500627,2.076815371074993,0.2631217595248131
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,"Рп-31-2,5-25",0.0311,0.0006,0.005,0.00772,0.025,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,35.600543088053314,697.3204892695449,475.445992536212,0.9662683009792682,304.9158269248832,433.0562954868267,2303.655703257892,109569.99726880202,0.0358055947283627,3200.47699717621,2.1420999922717434,0.2457899314516183
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,Рп-42-3-14,0.0416,0.0006,0.0065,0.01035,0.0135,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,32.39006835431106,719.6630852794708,482.0778694809392,1.1267954992565123,309.19847972754235,434.1075890800434,2512.106613985749,72003.33976741489,0.0271129861878515,2021.362144345316,1.8903683113472023,0.1927819931884977
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-8",0.0311,0.0006,0.005,0.00772,0.0075,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,31.47349219623615,779.4484944995551,512.1053309765073,0.987051865988312,295.58068451241405,389.29941573552367,2895.3260085847096,69849.37686031239,0.0079997757928822,3755.60155053436,2.025200292875152,0.172942087910607
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-10",0.0311,0.0006,0.005,0.00772,0.01,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,42.9289076988604,673.3290749122411,484.9977283248226,1.014837123841612,306.60019260324805,387.7369187537545,2326.2024578032538,109801.14503110554,0.0119932371606817,3775.86961414314,2.3888703145036048,0.226894710660283
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-15",0.0311,0.0006,0.005,0.00772,0.015,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,39.57012296933222,708.0613068925688,520.1589200279867,1.1319971270671774,319.12222441083713,402.2878089582593,3427.5754590188435,100628.6452274352,0.0207419760918641,2347.185404235024,1.821566675567636,0.226583643714354
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-10",0.0311,0.0006,0.005,0.00772,0.01,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,33.94985500274656,657.3858326912302,488.5020254797036,1.0026788630722323,280.7868800374242,343.85925120487417,2329.842277939334,61902.44578206414,0.030702225669886,2430.015146124444,1.723441688799153,0.2420231375202065
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,"Рп-31-2,5-18",0.0311,0.0006,0.005,0.00772,0.0175,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,29.7844175410886,681.7913993880661,491.82923560183855,1.13146373419849,319.1378102709045,404.9785239977216,3116.767475382104,110862.86555603598,0.0451995837353314,1229.7158454303758,2.429678414504927,0.2750339329678756
