TEM_type,Tchm0,Tccm0,N0,I0,eta0,aTEM,aTE,Ncoup,hTEM,mTEM,prop,fin_type,hhm,deltahm,shaghm,dekvhm,ledhm,lbdNTEG,roNTEG,lbdOTEG,roOTEG,Lpolez,nTEMrowmax,rowmax,wbefdif,Thm0,Thmpr,wcment,Tcm0,Tcmpr,rtchmmax,rtcwmax,d,Ne,alphaGD,gDT
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-18",0.0311,0.0006,0.005,0.00772,0.0175,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,27.498797759677643,760.3933328733447,576.6536434037395,0.9312644730399712,295.0096223022417,330.5846347669658,2569.720035374328,59862.59978958648,0.0400445714472485,3607.128156971571,1.5201477071129568,0.1839370486575623
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-5",0.0311,0.0006,0.005,0.00772,0.005,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,47.98118928091536,575.870485263036,454.36885710207065,1.104197326473583,329.73503186957134,370.32125252301057,2546.964900572647,92564.73724089329,0.048523266039226,2123.2484124309253,1.8590179022501137,0.2789773307555053
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,"Рп-31-2,5-10",0.0311,0.0006,0.005,0.00772,0.01,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,29.8060228736148,760.1682660164143,462.150721458828,0.8099291526036797,328.3752131361363,379.3749816161592,3098.089846032424,119210.76708272177,0.0284848226457414,3388.0284587423816,1.6163553105060218,0.1703032292131964
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,Рп-27-2-9,0.0266,0.0006,0.00435,0.00658,0.0085,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,28.949395970749595,704.6083032592044,518.932481277107,0.862834304983381,328.28103690341527,367.4699463180759,3828.998089184793,116644.01056693042,0.0108625032102901,3108.1236617423465,1.8299605743044225,0.2021004543548641
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-18",0.0311,0.0006,0.005,0.00772,0.0175,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,47.71555845498599,738.4218432401033,515.1561533999782,0.9929776104347292,321.6542840838534,345.63375204877747,3936.8341945439615,86428.34094833699,0.0314578118670968,3305.8801547444723,1.8020467793576147,0.190898923838908
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-18",0.0311,0.0006,0.005,0.00772,0.0175,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,47.83329254909677,746.2453767551699,501.2190581601122,1.1587931487855718,286.11123954825734,423.9908997129778,3562.5117809343656,100456.38097273408,0.0315254142063169,3767.948177738897,2.388447438015299,0.2572229671361962
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-15",0.0311,0.0006,0.005,0.00772,0.015,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,42.65006287183344,735.5104464328712,453.00609133146975,0.8163214661973087,308.7865302272228,378.0272635141909,2726.2811936528788,60377.925390712,0.0115005573855294,2790.575867397132,2.3901699268335497,0.2648494461919553
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,"Рп-31-2,5-10",0.0311,0.0006,0.005,0.00772,0.01,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,37.79757664040264,613.9278302762443,459.2079898502892,1.0727130269523657,313.83427610058766,430.8605016435214,2610.976716271095,75917.76567505364,0.039537261920648,2192.450413790235,1.5041154260964598,0.1602709096105932
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-25",0.0311,0.0006,0.005,0.00772,0.025,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,38.42840126269894,661.438513620317,525.5404890441123,0.812690522363338,312.8835868973699,363.4903032918415,3285.7684915051973,75655.6690490465,0.0332577706299971,2434.165201237885,1.887339353192348,0.2530739465024697
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,Рп-42-3-14,0.0416,0.0006,0.0065,0.01035,0.0135,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,46.41236548852298,676.4400685854631,491.75161311682336,1.1268615309907692,275.53838539796595,337.03598098292764,3511.799353943531,98989.27099573324,0.0070817473753514,3880.9520562918847,1.6694758146878164,0.2287560718735878
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-15",0.0311,0.0006,0.005,0.00772,0.015,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,47.4771937768616,644.3757318995403,489.97286718387846,0.865128620273867,299.67409061055224,314.7652450249734,2735.8093316539075,50588.02494919783,0.039277663387057,3302.86359743638,2.135344901470971,0.2060969406916583
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-18",0.0311,0.0006,0.005,0.00772,0.0175,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,37.78181165787621,695.852733030764,483.7547367971048,1.0135116039978542,290.7721406004268,417.24772105626965,2249.516149515902,99033.82161528883,0.0314575679560521,3449.229133250859,2.02707409132982,0.1750615367756651
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-8",0.0311,0.0006,0.005,0.00772,0.0075,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,41.31924812545837,569.1208727381972,465.45128499098126,1.1241636594878934,327.1522590376242,352.2565224244195,3597.7583244423604,81254.876620013,0.0342159017638179,3268.822186133636,1.9870316844429023,0.2574208201411231
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,Рп-22-2-7,0.0215,0.0006,0.0036,0.00527,0.0069,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,32.90366608059332,779.9699009878324,556.0292758393507,1.1402066186092548,299.9789265399312,348.49367097093705,3014.1030979956954,93602.98225205748,0.0469659393801674,3231.963995741268,1.9032998770046976,0.2398488903243368
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-25",0.0311,0.0006,0.005,0.00772,0.025,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,26.808492322554905,743.2391424357432,480.81984309830057,0.810764741978127,288.8813954334685,307.7996454527863,2865.810120107925,50840.80059159643,0.0145706105538134,3782.288238841546,1.8525267770498872,0.1854779776251079
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-25",0.0311,0.0006,0.005,0.00772,0.025,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,26.10930362981843,788.2133269645303,527.8683373233838,0.8064397193646762,326.8251223874531,357.3960570716972,3966.728557366151,88738.73952076027,0.0158262409625577,3500.593974832512,1.5581113569708789,0.2126287386698444
TEHP1-16056-0.5,573.0,303.0,17.8,3.8,0.0625,0.056,0.003,98.0,0.0046,0.06,1.0,"Рп-31-2,5-8",0.0311,0.0006,0.005,0.00772,0.0075,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,26.90346886501139,675.4061017961942,467.7030539858365,1.0324865050539254,278.4678408172422,344.0300888353977,3054.7334254983184,92722.5052076342,0.025930826060709,3053.6684670102186,1.788224018271599,0.1912506691840549
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,"Рп-31-2,5-10",0.0311,0.0006,0.005,0.00772,0.01,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,40.33584373683352,775.2082635341055,506.3713331721593,0.8242189887312308,321.20608428885816,347.67352970694554,2386.1516243807787,81992.26513077824,0.005973535288545,1991.350868311339,2.3457168104047152,0.2777003536137217
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,"Рп-31-2,5-5",0.0311,0.0006,0.005,0.00772,0.005,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,45.44399055138078,733.0501401071028,454.6864069552538,1.0649104983514257,308.5521591674769,368.8461076672468,2944.7015069173794,113836.69551439436,0.0022868274944467,3759.805565969368,2.192768968743284,0.2714473234979536
HZ-14,523.0,323.0,15.0,9.0,0.045,0.06,0.005,49.0,0.00508,0.049,1.0,"Рп-31-2,5-8",0.0311,0.0006,0.005,0.00772,0.0075,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,20.19151674135648,706.2997595081775,458.7531082093803,0.8120317775071568,318.55855871842306,334.00811947650703,2948.5210783366742,74961.67907930992,0.0293880816460905,3617.939762862317,2.457698312203009,0.1710456271487877
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-5",0.0311,0.0006,0.005,0.00772,0.005,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,41.54119082672892,693.3382038498089,474.2223655054027,0.8077183933558209,280.29458808744823,375.6963144080803,3615.078366896836,81559.63529331265,0.0142029394445151,2477.091576345819,1.6972191618265002,0.2311698943389757
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,Рп-27-2-9,0.0266,0.0006,0.00435,0.00658,0.0085,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,32.849659088489,777.5631451756474,528.4150498471454,0.908550728489686,330.2440047633113,422.4025163002953,3156.798124545407,60617.33019088447,0.0001525680397142,1098.7951974501846,2.158618496440559,0.2725227764564981
TGM-127-2.0-1.3,473.0,303.0,12.6,4.1,0.0474,0.048,0.002,127.0,0.0036,0.031,1.0,"Рп-31-2,5-18",0.0311,0.0006,0.005,0.00772,0.0175,300.0,8000.0,300.0,8000.0,0.3,50.0,20.0,41.4707413400711,745.312290950546,458.8464169932297,0.9559562279393684,312.8975476348942,345.5807334013764,3371.5633453178725,110226.3671578962,0.0099848764976298,2221.74968065384,2.1256655972954297,0.2794185863776665
